福建移动,#genre#
鳳凰資訊,https://ali.hlspull.yximgs.com/live/diyp_fh1.flv
鳳凰中文,https://ali.hlspull.yximgs.com/live/diyp_fh2.flv
鳳凰香港,https://ali.hlspull.yximgs.com/live/diyp_fh3.flv
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港衛視,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亞洲新聞台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
環球電視台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

澳門蓮花,http://php.jdshipin.com:8880/amlh.php
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4$4K
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv3/4k/AKTV.m3u8$4K
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
無綫新聞台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
無綫新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
無綫新聞台,http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8$北美
